EVENT_DATE,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,ACTOR2,ALLY_ACTOR_2,COUNTRY,ADM_LEVEL_1,ADM_LEVEL_2,SOURCE,NOTES,FATALITIES
25/01/2015,Non-violent activity by a conflict actor,Government of Sudan (1989-),,UNAMID: United Nations/African Union Hybrid Operation in Darfur,,Sudan,Darfur,North Darfur,UNAMID Press Release,"UNAMID, Government of Sudan, Darfur Regional Authority, and Darfur civil society organizations launched the Darfur Internal Dialogue and Consulation process in Al Fasher.",0
25/01/2015,Remote violence,Military Forces of Sudan (1989-),,SLM/A-Nur: Sudan Liberation Movement/Army (Nur Faction),Civilians (Sudan),Sudan,Darfur,South Darfur,Radio Dabanga,"Sudanese Air Force targeted areas in the northern part of East Jebel Marra, including Fanga, on Jan 24 and 25.  Explosions killed a number of livestock, and set fire to some farmlands and orchards.  No casualties reported.",0
25/01/2015,Remote violence,Military Forces of Sudan (1989-),,SLM/A-Nur: Sudan Liberation Movement/Army (Nur Faction),Civilians (Sudan),Sudan,Darfur,Central Darfur,Radio Dabanga,Sudanese Air Force drops bombs on rebel base in Sur Reng and nearby villages. 7 civilians injured over 2 days of bombing.,0
25/01/2015,Violence against civilians,Military Forces of Sudan (1989-),RSF: Rapid Support Forces,Civilians (Sudan),,Sudan,Darfur,Central Darfur,Radio Dabanga,Government and paramilitary forces attacked Golo on Jan 25.,0
25/01/2015,Violence against civilians,Militia (Pro-Government),,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,"3 pro-government militia on camels killed a man in Taigi, an area southwest of Kafod, El Fasher locality. ",1
25/01/2015,Violence against civilians,RSF: Rapid Support Forces,,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,"RSF attacked two men in Kutum on Jan 25, shooting one man dead.",1
25/01/2015,Remote violence,Military Forces of Sudan (1989-),,Civilians (Sudan),,Sudan,Kordofan,South Kordufan,Radio Tamazuj,"Sudanese Air Force dropped bombs on Tablo village, Dalami locality. 3 civilians killed on Jan 25. ",3
26/01/2015,Battle-No change of territory,Military Forces of Sudan (1989-),,RSF: Rapid Support Forces,,Sudan,Darfur,North Darfur,Radio Dabanga,Army and RSF clash near Tabit. 2 militiamen and one army soldier killed.,3
26/01/2015,Non-violent activity by a conflict actor,Militia (Pro-Government),,,,Sudan,Darfur,North Darfur,Radio Dabanga,"Pro-government militia attacked Argo camp in Tawila, opening fire and stealing 200 sheep.  No casualties reported.",0
26/01/2015,Non-violent activity by a conflict actor,RSF: Rapid Support Forces,,,,Sudan,Darfur,North Darfur,Radio Dabanga,"RSF troops removed the main engines of the water wells in Nemra, Kira and Dady in Tawila locality, allegedly with the intention of displacing the population of Jebel Marra.",0
26/01/2015,Remote violence,Military Forces of Sudan (1989-),Border Guards (Sudan),SLM/A-Nur: Sudan Liberation Movement/Army (Nur Faction),,Sudan,Darfur,Central Darfur,Radio Dabanga,"Government forces shelled villages west of Sur Reng rebel base on Jan 26.  Bardani, Takaro, Nouni, Tari, Tagana, Delgo, Tariya, Tero, Aradeiba, and Karma burned to the ground.  Reconnaissance units combing the area west of Sur Reng found the body of Lt. Hanafi Hassan El Tileib, an  officer of the paramilitary Border Guards stationed at El Geneina.",1
26/01/2015,Riots/Protests,Protesters (Sudan),,,,Sudan,Darfur,South Darfur,Radio Dabanga,Traders strike in Nyala in protest of increased fees on goods vehicles.,0
26/01/2015,Violence against civilians,Militia (Pro-Government),,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,"Pro-government militia in a Land Cruiser intercepted a commercial vehicle at gunpoint and beat the passengers with rifle butts.  Event occurred in the Jebel Amer gold mining area in El Sareif Beni Hussein locality, as car was on its way to Saraf Umra. One passenger seriously injured and taken to hospital.",0
26/01/2015,Battle-No change of territory,Misseriya Ethnic Militia (Sudan),,Rizaygat Ethnic Militia (Sudan),,Sudan,Kordofan,West Kurdufan,Radio Dabanga,Clashes between the Rizaygat and Misseriya tribesmen near El Meram in West Kordofan. 7 killed. ,7
26/01/2015,Non-violent activity by a conflict actor,SPLM-N: Sudan People's Liberation Movement (North),,Military Forces of Sudan (1989-),,Sudan,Kordofan,South Kordofan,Radio Tamazuj,The Governor of Sudan’s South Kordofan state Adam Al Fekki said that over 200 SPLA-North rebels have surrendered in the state.,0
26/01/2015,Non-violent activity by a conflict actor,SPLM-N: Sudan People's Liberation Movement (North),,UN: United Nations; WFP: World Food Programme,,Sudan,Kordofan,South Kordufan,Sudan Tribune,UN helicopter forced by SPLM-N fighters to land in the Nuba Mountains east of Kadugli. Helicopter was flying  from Rumbek to El Obeid.  6 World Food Program staff from Bulgaira on board released by SPLM-N on Jan 31.,0
26/01/2015,Violence against civilians,RSF: Rapid Support Forces,,Civilians (Sudan),,Sudan,Kordofan,South Kordofan,Radio Dabanga,RSF that arrived in Kadugli at the end of January are alleged to have committed at least eight cases of rape within four days.,0
27/01/2015,Remote violence,Military Forces of Sudan (1989-),,,,Sudan,Darfur,South Darfur,Radio Dabanga,Sudanese Air Force bombarded the area south and west of Deribat. No casualities reported.,0
27/01/2015,Remote violence,Military Forces of Sudan (1989-),,Civilians (Sudan),,Sudan,Darfur,Central Darfur,Radio Dabanga,Sudanese Air Force bombed farmlands near Golo.  Houses in Dorsa village burned.  No casualties reported.,0
27/01/2015,Remote violence,Military Forces of Sudan (1989-),,Civilians (Sudan),,Sudan,Darfur,West Darfur,Radio Dabanga,A boy was killed when the Sudanese Air Force MiG jet dropped a bomb on farmlands near Khazan Tunjur.,1
27/01/2015,Violence against civilians,RSF: Rapid Support Forces,,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,"RSF troops in dozens of heavily armed vehicles raided Um Mahareik, Khazan Ambar, Mandar, Donki Jibril, and Goz Tahir in Umm Baru locality. 1 merchant shot dead.  Thousands of camels and sheep stolen. ",1
28/01/2015,Remote violence,Military Forces of Sudan (1989-),,,,Sudan,Darfur,West Darfur,Radio Dabanga,Sudanese Air Force bombed Turdi village and southern Jebel Marra. No casulaties reported.,0
28/01/2015,Non-violent activity by a conflict actor,RSF: Rapid Support Forces,Military Forces of Sudan (1989-),,,Sudan,Kordofan,South Kordufan,Radio Dabanga,RSF stationed at Talodi have reportedly mutinied against the Sudanese army following recent defeats to SPLM-N. Reports made by SPLM-N Secretary-General Yasir Arman on Jan. 28.,0
28/01/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Kordofan,West Kurdufan,Radio Tamazuj,Unknown militia beat and abducted a man in Al Dabkar village in Al Sonut locality.,0
29/01/2015,Non-violent activity by a conflict actor,Unidentified Armed Group (Sudan),,UNAMID: United Nations/African Union Hybrid Operation in Darfur,,Sudan,Darfur,West Darfur,Agence France Presse,2 Russian pilots working as UNAMID contractors in Sudan were kidnapped on Jan 29 when six armed gunmen in cars blocked a UNAMID minibus in Zalingei and took the passengers in an unknown direction. ,0
29/01/2015,Remote violence,Military Forces of Sudan (1989-),,,,Sudan,Darfur,South Darfur,Radio Dabanga,"Sudanese Air Force bombed north, west, and south of Deribat.  No casulaties reported.",0
29/01/2015,Violence against civilians,Janjaweed,,Civilians (Sudan),,Sudan,Darfur,South Darfur,SUDO UK,Janjaweed attacked the village of Kort and killed 2 men.  They also looted the villages of Torongo and Mermanga.,2
29/01/2015,Riots/Protests,Rioters (Sudan),Ma'aliya Ethnic Group (Sudan),,,Sudan,Kordofan,West Kurdufan,Radio Dabanga,"Hundreds of Ma'aliya tribesmen rioted in Adila against the appointment of Ma'aliya commissioners, parliamentarians and ministers in East Darfur. The rioters blocked state government institutions.",0
30/01/2015,Battle-No change of territory,Military Forces of Sudan (1989-),,RSF: Rapid Support Forces,,Sudan,Darfur,West Darfur,Radio Dabanga,"Army and RSF clashes in Katur, Tawila locality, when soldiers opposed an attempt by RSF to rob fleeing villagers.  3 militiamen and 2 soldiers killed.",5
30/01/2015,Violence against civilians,Janjaweed,,Civilians (Sudan),,Sudan,Darfur,South Darfur,SUDO UK,"Janjaweed attacked Tor area, raped a woman and killed 2 men.",2
30/01/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Darfur,South Darfur,Radio Dabanga,"A secondary school student was killed and 5 sustained bullet wounds in an attack by militiamen in Rahad Idrisa, Gireida locality.",1
30/01/2015,Remote violence,Military Forces of Sudan (1989-),,,,Sudan,Kordofan,South Kordufan,SUDO UK,"SAF bombed villages of Toro, Dalgo, and Tarma.",0
31/01/2015,Violence against civilians,Janjaweed,,Civilians (Sudan),,Sudan,Blue Nile,White Nile,SUDO UK,Janjaweed killed a man as he was collecting firewood near Hashaba village.,1
31/01/2015,Battle-No change of territory,Unidentified Armed Group (Sudan),,Military Forces of Sudan (1989-),,Sudan,Darfur,North Darfur,Radio Dabanga,Militiamen attacked military police barracks at the market at Kabkabiya and freed a colleague who was in custody. Military policemen beaten. Two bystanders injured.,0
31/01/2015,Riots/Protests,Protesters (Sudan),SCP: Sudanese Congress Party,Police Forces of Sudan (1989-) National Intelligence and Security Services,,Sudan,Darfur,West Darfur,Sudan Tribune; Radio Dabanga,Student members of Sudanese Congress Party (SCP) staged a sit-in at the University of El Geneina. NISS then raided the SCP premises in El Geneina and detained a number of students.,0
31/01/2015,Violence against civilians,Janjaweed,,Civilians (Sudan),,Sudan,Darfur,South Darfur,SUDO UK,Janjaweed abducted a child in Gereida. The child was found later in the day with its feet tied.,0
31/01/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,"Gunmen with batons assaulted a man in Sibak Al Khel camp, northwest of Kebkabiya.  ",0
31/01/2015,Riots/Protests,Rioters (Sudan),Ma'aliya Ethnic Group (Sudan),,,Sudan,Kordofan,West Kurdufan,Radio Dabanga,"Ma'aliya tribesmen rioted in Adila, against the appointment of Ma'aliya commissioners, parliamentarians and ministers in East Darfur.  The rioters blocked access to Adila market and governmental institutions. Similar riots occurred Jan 29.",0
1/2/2015,Remote violence,Military Forces of Sudan (1989-),,,,Sudan,Darfur,Central Darfur,Radio Dabanga,Sudanese Air Force dropped 11 bombs on Golo.  No casualties reported.,0
1/2/2015,Violence against civilians,Militia (Pro-Government),,Civilians (Sudan),,Sudan,Darfur,South Darfur,Radio Dabanga,Government-backed militiamen killed 4 and injured others in an attack on Abyad camp on outskirts of Gereida. ,4
1/2/2015,Violence against civilians,RSF: Rapid Support Forces,,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,At least 5 killed and 4 injured in attack by RSF in areas of El Gerid and Birdik in Kutum.,5
1/2/2015,Violence against civilians,Janjaweed,,Civilians (Sudan),,Sudan,Darfur,North Darfur,Sudan Tribune,"Janjaweed attacked a group travelling from Korma to Al Fasher, killing 1 woman and injuring 2 men.",1
1/2/2015,Battle-No change of territory,Salamat Ethnic Militia (Sudan),,Al-Falata Ethnic Militia (Sudan),,Sudan,Kordofan,South Kordufan,Radio Dabanga; Al-Khartoum,At least 15 killed and 7 injured in clashes between Fellata and Salamat tribesmen in Al-Nadhif in Buram. Fighting broke out after two Salamat abducted a Fellata woman. The woman's husband was shot and the incident escalated when relatives of the husband arrived. ,15
1/2/2015,Remote violence,Military Forces of Sudan (1989-),,Civilians (Sudan),,Sudan,Kordofan,South Kordufan,Nuba Reports,Antonov bomb in Regife injures several children.,0
1/2/2015,Riots/Protests,Rioters (Sudan),Ma'aliya Ethnic Group (Sudan),,,Sudan,Kordofan,West Kurdufan,Radio Dabanga,"Ma'aliya tribesmen rioted in Adila against the appointment of Ma'aliya commissioners, parliamentarians and ministers in East Darfur.  The rioters blocked access to governmental institutions. Similar riots occurred on Jan. 29 and  31.",0
2/2/2015,Riots/Protests,Rioters (Sudan),,,,Sudan,Bahr el Ghazal,West Bahr-al-Ghazal,Radio Tamazuj,Youth rioters broke into the stores of the WFP in Deim Zoubeir and stole bags of dry food after they protested about the rations they were receiving.,0
2/2/2015,Battle-No change of territory,Al-Falata Ethnic Militia (Sudan),Militia (Pro-Government),Masalit Ethnic Militia (Sudan),,Sudan,Darfur,South Darfur,Radio Dabanga; Sudan Tribune,"Clashes between Al-Falata and Masalit groups and government-backed militia in El Shati, El Rahman, and Abyad camp in Gereidam, 80km south of Nyala.  9 killed and 21 injured.",9
2/2/2015,Violence against civilians,Janjaweed,,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,"A woman was shot and killed when Janjaweed opened fire on a commercial Land Cruiser on El Fasher-Kutum road, near a militia toll gate.",1
2/2/2015,Violence against civilians,RSF: Rapid Support Forces,Border Guards (Sudan),Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,"10 dead, 17 wounded after an attack by RSF on the market of Ba'ashim, northeast of Kutum. Hillet Mandi and Hawariya also raided.  5 also dead from attacks in Ed El Garad and Tema. ",15
2/2/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Darfur,South Darfur,Radio Dabanga,Unknown group hijacked two lorries and abducted eight people. Exact location unreported.  Abductees were recovered by army forces the following week in Rahad al Bardi locality.,0
2/2/2015,Violence against civilians,Police Forces of Sudan (1989-),,Protesters (Sudan),,Sudan,Khartoum,Khartoum,Radio Dabanga; Sudan Tribune; Agence France Presse,"Protests against government seizure and selling of public space in Khartoum's neighbourhoods.  One woman beaten with a rifle butt by police later died on Feb 23, sparking further protests and riots.",1
3/2/2015,Remote violence,Military Forces of Sudan (1989-),,Civilians (Sudan),,Sudan,Kordofan,South Kordufan,Nuba Reports,Bomb hit a foxhole in Umm Dorian county.  3 killed.,3
4/2/2015,Violence against civilians,Militia (Pro-Government),,Civilians (Sudan),Refugees/IDPs (Sudan),Sudan,Darfur,North Darfur,Radio Dabanga,Government militiamen attacked a number of displaced collecting firewood in Kamanga and Doli areas of Kebkabiya. 1 seriously wounded.,0
4/2/2015,Violence against civilians,Militia (Pro-Government),,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,Pro-government militia raped a woman in Wadi Sharafa north of Shangil Tobaya.,0
4/2/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,"Militiamen on camels raided the villages of Hijier Tunjo, Magharba 1, Hillet El Doma, Mursal, and Um Gabo, 15km north of Tabit. 4 wounded. 1 burned to death inside of his house in Hijeir Tunjo.",1
4/2/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,Gunmen shot at a passenger vehicle in front of Um Hashaba gate near Zamzam camp.,0
4/2/2015,Violence against civilians,Rioters (Sudan),NCP: National Congress Party; Students (Sudan),Civilians (Sudan),,Sudan,Khartoum,Khartoum,Radio Dabanga,"Student members of the National Congress Party set fire to the headquarters of the Sibdu Students' Association at Ahlia University in Omdurman, following an argument after a football game. Several students injured.  ",0
4/2/2015,Riots/Protests,Protesters (Sudan),,,,Sudan,Kordofan,West Kurdufan,Radio Dabanga,Residents of Lagawa protested on the streets against the transfer of 8 teachers and a doctor from Lagawa to El Fula.  ,0
4/2/2015,Riots/Protests,Protesters (Sudan),Al-Manasir Ethnic Group (Sudan),Police Forces of Sudan (1989-),,Sudan,Northern,River Nile,Radio Dabanga,Hundreds of people displaced by the construction of Merowe Dam seven years ago protested in Makaberab (coordinates unavailable) demanding compensation for their loss and provisions for clean dirinking water.  Most protesters are Al-Manasir tribesmen.  Reports that protests were violently suppressed.,0
5/2/2015,Non-violent activity by a conflict actor,Unidentified Armed Group (Sudan),,,,Sudan,Darfur,North Darfur,Radio Dabanga,"Militiamen on camels torched houses in Um Siyala, 5km east of Tabit.",0
7/2/2015,Violence against civilians,RSF: Rapid Support Forces,,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,"RSF ambushed a convoy of 5 Nissan lorries in Mashrou Abu Zeid near Tabit, and robbed passengers.  Another lorry in the same area was overturned when being chased by RSF militiamen. Passengers were seriously injured.",0
7/2/2015,Violence against civilians,Militia (Pro-Government),,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,"Government militia troops in 80 vehicles attacked the area of the Jumat Allah Tahir well in Umm Baru. 7 people, including 5 children, were shot dead.  Thousands of camels, cows, and sheep stolen.",7
7/2/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Kordofan,South Kordufan,Radio Tamazuj,Unknown group ambushed four men in Gardud village in Heiban. 2 killed.,2
8/2/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),ICRC: International Committee of the Red Cross and Red Crescent,Sudan,Blue Nile,Blue Nile,Radio Dabanga,3 Sudanese Red Cross workers were killed in attack by an unidentified armed group in Blue Nile state.  Workers were returning to Ad-Damazin from Kurmuk.,3
8/2/2015,Remote violence,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Darfur,South Darfur,Radio Dabanga,"3 herders killed when a piece of unexploded ordnance detonated in Saouda, East Jebel Marra.",3
8/2/2015,Riots/Protests,Protesters (Sudan),,,,Sudan,Darfur,West Darfur,Radio Dabanga,Drivers and owners of lorries in Bindisi and Mukjar went on strike to protest recent hijiacking by armed groups and to demand security along the Nyala-Foro Baranga route.,0
8/2/2015,Riots/Protests,Protesters (Sudan),,,,Sudan,Darfur,West Darfur,Radio Dabanga,Drivers and owners of lorries in Bindisi and Mukjar went on strike to protest recent hijiacking by armed groups and to demand security along the Nyala-Foro Baranga route.,0
8/2/2015,Riots/Protests,Protesters (Sudan),Sufi Group (Sudan),,,Sudan,Darfur,South Darfur,Sudan Tribune,"Sufis protested in Nyala, calling for a boycott of French and Danish goods because of cartoons depicting the Prophet Muhammad published in Charlie Hebdo magazine.",0
8/2/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,Gunmen hijacked a driver and took his vehicle in Kabkabiya. ,0
9/2/2015,Battle-No change of territory,SPLM-N: Sudan People's Liberation Movement (North),,Military Forces of Sudan (1989-),,Sudan,Blue Nile,Blue Nile,Sudan Tribune; Xinhua,"SPLM-N forces attacked army forces in Angasana Hills. 4 soldiers were killed, 5 taken hostage.",4
9/2/2015,Battle-No change of territory,SPLM-N: Sudan People's Liberation Movement (North),,Military Forces of Sudan (1989-),Mujahideen Militia,Sudan,Blue Nile,Blue Nile,Sudan Tribune; Xinhua,"SPLM-N forces attacked army forces in the area between Sira Kilo and Sali north of Kurmuk, along the road linking Kurmuk to Ad-Damazi.  4 soldiers killed.  SPLM-N destroyed three vehicles and seized a vehicle, 10 Kalashnikovs, a Dushka cannon and one PKM machine gun.",4
9/2/2015,Battle-No change of territory,Military Forces of Sudan (1989-),,RSF: Rapid Support Forces,,Sudan,Darfur,West Darfur,Radio Dabanga,"Clashes between army and RSF troops in Khazan Tunjur. 7 militiamen and 2 soldiers killed, at least 15 injured. 3 RSF vehicles destroyed.",9
9/2/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Darfur,South Darfur,Radio Dabanga,"Gunmen fired bullets at a car in Khor Tawamis, 5kms south of Kas. A woman in the car was severely wounded.",0
9/2/2015,Violence against civilians,RSF: Rapid Support Forces,,Civilians (Sudan),,Sudan,Darfur,West Darfur,Radio Dabanga,RSF militiamen beat and severely injured a man with their rifles when the man attempted to prevent them from taking his sheep in Nierteti. ,0
10/2/2015,Battle-No change of territory,Janjaweed,,Vigilante Militia (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,"Janjaweed on camels attacked the villages of Kalo and Doudi, south of Atabra in Tawila locality.  In defense, villagers killed at least 2 of the militiamen and injured others. ",2
11/2/2015,Battle-No change of territory,Unidentified Armed Group (Sudan),,Police Forces of Sudan (1989-),,Sudan,Darfur,North Darfur,Radio Dabanga,"Unidentified gunmen attacked the police station in Mellit, killing 1 officer, injuring 3 others, and stealing 2 police vehicles.",1
11/2/2015,Non-violent activity by a conflict actor,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,"Militia troops pillaged Bakouri, east of Dor, in Kutum locality, robbing shops, houses and livestock.",0
12/2/2015,Non-violent activity by a conflict actor,Police Forces of Sudan (1989-) National Intelligence and Security Services,,Civilians (Sudan),SCP: Sudanese Congress Party; Ummah Party,Sudan,Blue Nile,Sennar,Radio Tamazuj,"NISS detained 7 opposition members, including Sudanese Congress Party and Umma Party leaders, on Feb 12 in Sennar for launching the ""Quit Campaign"" to boycott the upcoming April elections.",0
12/2/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,Militiamen opened fire on a Nissan lorry in Khartoum Jadeed near Kabkabiyah. Several taken to hospital.,0
13/02/2015,Riots/Protests,Protesters (Sudan),,Police Forces of Sudan (1989-),,Sudan,Khartoum,Khartoum,Radio Dabanga,"Residents of Halfaya protested against the sale of their lands to investors. Riot police fired tear gas and rubber bullets, and beat protesters with batons.  Some protesters wounded. No reports of serious injuries.",0
15/02/2015,Remote violence,Military Forces of Sudan (1989-),,,,Sudan,Darfur,North Darfur,Radio Dabanga,Sudanese Air Force drops bombs on Sorenq area west of Jabal Marra. Several homes bured and livestock killed. No casualties reported.,0
15/02/2015,Remote violence,Military Forces of Sudan (1989-),,Civilians (Sudan),,Sudan,Darfur,West Darfur,Radio Dabanga,Sudanese Air Force drop three bombs in Rokoro locality. 1 man killed. ,1
15/02/2015,Riots/Protests,Protesters (Sudan),Police Forces of Sudan (1989-),,,Sudan,Khartoum,Khartoum,Sudan Tribune,Hundreds of Sudanese police retirees protested in front of the presidential palace demanding their family allowance. ,0
15/02/2015,Violence against civilians,RSF: Rapid Support Forces,PDF: Popular Defence Forces,Civilians (Sudan),,Sudan,Kordofan,South Kordufan,Radio Dabanga,"In February, 150 RSF and PDF troops in Land Cruisers attacked the village of Kadeer, 22km northwest of Al Abbasiya in the Nuba Mountains. 600 homes torched and several civilians wounded.  Attacks launched because villagers did not retrieve their youth who allegedly joined the SPLM-N.",0
15/02/2015,Remote violence,Military Forces of Sudan (1989-),,,,Sudan,Kordofan,South Kordofan,HRW,SAF bombed Ragafi and four other villages in Umm Durein county in late February 2015.,0
16/02/2015,Battle-No change of territory,Military Forces of Sudan (1989-),,SLM/A-Nur: Sudan Liberation Movement/Army (Nur Faction),,Sudan,Darfur,Central Darfur,Radio Dabanga,Military forces clash with SLM/A-Nur near Golo.,0
16/02/2015,Violence against civilians,RSF: Rapid Support Forces,,Civilians (Sudan),,Sudan,Darfur,South Darfur,Radio Dabanga,"RSF assaulted and injured a man during robbings in Nemra, Hillet Massalit and Dalma villages in East Jebel Marra.",0
16/02/2015,Riots/Protests,Protesters (Sudan),Journalists (Sudan),,,Sudan,Khartoum,Khartoum,France24,"On Feb 16 and 17, dozens of journalists in Khartoum protested against government seizure of 14 newspapers.  ",0
16/02/2015,Riots/Protests,Protesters (Sudan),,,,Sudan,Khartoum,Khartoum,Sudan Tribune,Residents of Halfayat Almolook in Khartoum North demonstrated against government sale of land.,0
17/02/2015,Remote violence,Military Forces of Sudan (1989-),,Civilians (Sudan),,Sudan,Blue Nile,Blue Nile,Radio Tamazuj,"SAF bombed vilages of Mayak, Yabus and Wadaka on Feb 17, 18 and 19.  1 civilian killed (coded as 1 fatality on Feb 17) and 1 wounded.",1
17/02/2015,Violence against civilians,Police Forces of Sudan (1989-),,Civilians (Sudan),,Sudan,Kordofan,West Kurdufan,Radio Tamazuj,"Police shot 1 man dead and wounded two others in El Hawira area, 7km northwest of Dabab (Dabbat) locality.  Incident began when youth seized two water tanks belonging to a Chinese oil company and demanded that the company employ local youth.",1
18/02/2015,Remote violence,Military Forces of Sudan (1989-),,Civilians (Sudan),,Sudan,Blue Nile,Blue Nile,Radio Tamazuj,"SAF bombed vilages of Mayak, Yabus and Wadaka on Feb 17, 18 and 19.  1 civilian killed (coded as 1 fatality on Feb 17) and 1 wounded.",0
18/02/2015,Battle-No change of territory,SLM/A-Wahid: Sudan Liberation Movement/Army (Abdul Wahid Faction),SRF: Sudan Revolutionary Front,Military Forces of Sudan (1989-),Militia (Pro-Government),Sudan,Darfur,Central Darfur,Radio Dabanga,SRF forces of Wahid's faction claim to have killed 14 government soldiers and militiamen during clashes in Karmel area between Golo and Sorenq in West Jebel Marra on Feb 18.,14
18/02/2015,Riots/Protests,Protesters (Sudan),CSCSO: Confederation of Sudanese Civil Society Organzations,,,Sudan,Khartoum,Khartoum,Sudan Tribune,"Confederation of Sudanese Civil Society Organzations (CSCSO) held a sit-in to protest against government crackdown on civil society groups and activists, and to protest the imprisonment of CSCSO president Amin Mekki Madani, who was arrested Dec. 6, 2014 after signing the ""Sudan Call"".",0
19/02/2015,Remote violence,Military Forces of Sudan (1989-),,Civilians (Sudan),,Sudan,Blue Nile,Blue Nile,Radio Tamazuj,"SAF bombed vilages of Mayak, Yabus and Wadaka on Feb 17, 18 and 19.  1 civilian killed (coded as 1 fatality on Feb 17) and 1 wounded.",0
19/02/2015,Violence against civilians,NCP: National Congress Party,Students (Sudan),Civilians (Sudan),Students (Sudan),Sudan,Blue Nile,Blue Nile,Radio Dabanga,"Dozens injured at the University of El Damazin when NCP students members attacked female students with firearms, knives, machetes, metal bars, and sticks.  5 arrested.",0
19/02/2015,Battle-No change of territory,SLM/A-Wahid: Sudan Liberation Movement/Army (Abdul Wahid Faction),SRF: Sudan Revolutionary Front,Military Forces of Sudan (1989-),Militia (Pro-Government),Sudan,Darfur,Central Darfur,Radio Dabanga,Rebel forces killed 9 government troops west of Golo. On Feb 19.,9
19/02/2015,Remote violence,Military Forces of Sudan (1989-),,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,Sudanese Air Force drops bombs on Sorenq area west of Jabal Marra. Three wells destroyed and eight shops burned. 2 killed.,2
19/02/2015,Riots/Protests,Protesters (Sudan),Health Workers (Sudan),,,Sudan,Khartoum,Khartoum,Radio Dabanga,Doctors and interns of Wadi Medani hospital in Khartoum went on strike in protest of non-payment of incentives for January.,0
21/02/2015,Violence against civilians,Unidentified Ethnic Militia (Sudan),,Civilians (Sudan),,Sudan,Kordofan,West Kurdufan,Sudan Tribune,"8 gunmen on camels attacked a wedding party in El Garef, Adila locality. 3 killed, 4 wounded.  Attack allegedly related to intermittent clashes between Hamar and Maaliya tribes.",3
22/02/2015,Battle-No change of territory,Military Forces of Sudan (1989-),,PDF: Popular Defence Forces,,Sudan,Darfur,South Darfur,Radio Dabanga,"Clash between army and PDF in the market of Jad El Seed, 40km north of Abu Karinka. A PDF commander and a soldier were killed.",2
22/02/2015,Violence against civilians,Police Forces of Sudan (1989-) National Intelligence and Security Services,,Civilians (Sudan),,Sudan,Darfur,West Darfur,Radio Dabanga,"A trader was abducted in Sirba on Feb 22 and tortured, beaten and burned by security agents.  He was released on Feb. 26.",0
22/02/2015,Violence against civilians,RSF: Rapid Support Forces,,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,RSF Land Cruiser ran over and killed a man while tending his farm in area near Shingil Tobaya.,1
22/02/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Darfur,South Darfur,Radio Dabanga,"Militiamen attacked the area of Abu Selala, Tullus locality. 2 shot dead.",2
23/02/2015,Violence against civilians,Unidentified Armed Group (Sudan),,Civilians (Sudan),,Sudan,Darfur,North Darfur,Radio Dabanga,"A resident of Naivasha camp was abducted by 7 militiamen on camels in the area of Numeira, west of Tabit.",0
